Store_ID,Brand,Week,Item,Quantity_Purchased,Unit_Cost,Total_Cost,Ideal_Usage,Variance
1002,Maple Grill,2023-07-03,Beef Patty,171,1.53,261.63,173,-2
1002,Maple Grill,2023-07-03,Cheddar Cheese,70,5.44,380.8,57,13
1002,Maple Grill,2023-07-03,Buns,176,9.13,1606.88,168,8
1002,Maple Grill,2023-07-03,Fries,141,2.05,289.05,142,-1
1002,Maple Grill,2023-07-03,Ketchup,111,5.21,578.31,97,14
1002,Maple Grill,2023-07-10,Beef Patty,31,3.39,105.09,21,10
1002,Maple Grill,2023-07-10,Cheddar Cheese,189,4.3,812.7,182,7
1002,Maple Grill,2023-07-10,Buns,84,4.66,391.44,73,11
1002,Maple Grill,2023-07-10,Fries,52,6.51,338.52,47,5
1002,Maple Grill,2023-07-10,Ketchup,106,9.9,1049.4,107,-1
1002,Maple Grill,2023-07-17,Beef Patty,45,6.19,278.55,37,8
1002,Maple Grill,2023-07-17,Cheddar Cheese,31,7.16,221.96,23,8
1002,Maple Grill,2023-07-17,Buns,188,7.39,1389.32,183,5
1002,Maple Grill,2023-07-17,Fries,101,4.56,460.56,87,14
1002,Maple Grill,2023-07-17,Ketchup,116,8.31,963.96,106,10
1002,Maple Grill,2023-07-24,Beef Patty,33,3.49,115.17,21,12
1002,Maple Grill,2023-07-24,Cheddar Cheese,138,5.72,789.36,137,1
1002,Maple Grill,2023-07-24,Buns,71,3.57,253.47,66,5
1002,Maple Grill,2023-07-24,Fries,40,8.98,359.2,44,-4
1002,Maple Grill,2023-07-24,Ketchup,41,6.22,255.02,28,13
1002,Maple Grill,2023-07-31,Beef Patty,156,6.45,1006.2,146,10
1002,Maple Grill,2023-07-31,Cheddar Cheese,163,2.78,453.14,157,6
1002,Maple Grill,2023-07-31,Buns,122,7.02,856.44,118,4
1002,Maple Grill,2023-07-31,Fries,99,5.77,571.23,100,-1
1002,Maple Grill,2023-07-31,Ketchup,155,9.3,1441.5,141,14
1002,Maple Grill,2023-08-07,Beef Patty,120,4.06,487.2,107,13
1002,Maple Grill,2023-08-07,Cheddar Cheese,154,7.19,1107.26,153,1
1002,Maple Grill,2023-08-07,Buns,32,8.56,273.92,35,-3
1002,Maple Grill,2023-08-07,Fries,62,6.91,428.42,51,11
1002,Maple Grill,2023-08-07,Ketchup,176,3.64,640.64,168,8
1002,Maple Grill,2023-08-14,Beef Patty,36,3.93,141.48,35,1
1002,Maple Grill,2023-08-14,Cheddar Cheese,63,7.59,478.17,59,4
1002,Maple Grill,2023-08-14,Buns,97,8.37,811.89,97,0
1002,Maple Grill,2023-08-14,Fries,26,3.82,99.32,12,14
1002,Maple Grill,2023-08-14,Ketchup,125,8.79,1098.75,120,5
1002,Maple Grill,2023-08-21,Beef Patty,69,8.02,553.38,63,6
1002,Maple Grill,2023-08-21,Cheddar Cheese,116,7.25,841.0,113,3
1002,Maple Grill,2023-08-21,Buns,116,4.15,481.4,109,7
1002,Maple Grill,2023-08-21,Fries,177,5.77,1021.29,168,9
1002,Maple Grill,2023-08-21,Ketchup,68,7.26,493.68,56,12
1002,Maple Grill,2023-08-28,Beef Patty,106,7.91,838.46,101,5
1002,Maple Grill,2023-08-28,Cheddar Cheese,21,2.9,60.9,25,-4
1002,Maple Grill,2023-08-28,Buns,112,4.8,537.6,116,-4
1002,Maple Grill,2023-08-28,Fries,63,5.6,352.8,51,12
1002,Maple Grill,2023-08-28,Ketchup,152,5.58,848.16,142,10
1002,Maple Grill,2023-09-04,Beef Patty,31,2.07,64.17,31,0
1002,Maple Grill,2023-09-04,Cheddar Cheese,165,6.15,1014.75,162,3
1002,Maple Grill,2023-09-04,Buns,80,7.03,562.4,84,-4
1002,Maple Grill,2023-09-04,Fries,95,4.68,444.6,95,0
1002,Maple Grill,2023-09-04,Ketchup,121,3.66,442.86,117,4
1002,Maple Grill,2023-09-11,Beef Patty,83,4.41,366.03,83,0
1002,Maple Grill,2023-09-11,Cheddar Cheese,185,9.24,1709.4,173,12
1002,Maple Grill,2023-09-11,Buns,170,8.27,1405.9,169,1
1002,Maple Grill,2023-09-11,Fries,65,7.26,471.9,54,11
1002,Maple Grill,2023-09-11,Ketchup,79,8.06,636.74,78,1
1002,Maple Grill,2023-09-18,Beef Patty,47,3.31,155.57,40,7
1002,Maple Grill,2023-09-18,Cheddar Cheese,51,3.31,168.81,50,1
1002,Maple Grill,2023-09-18,Buns,198,2.3,455.4,198,0
1002,Maple Grill,2023-09-18,Fries,178,3.58,637.24,177,1
1002,Maple Grill,2023-09-18,Ketchup,166,8.52,1414.32,166,0
1002,Maple Grill,2023-09-25,Beef Patty,165,6.7,1105.5,165,0
1002,Maple Grill,2023-09-25,Cheddar Cheese,28,7.18,201.04,32,-4
1002,Maple Grill,2023-09-25,Buns,157,9.35,1467.95,161,-4
1002,Maple Grill,2023-09-25,Fries,56,1.52,85.12,49,7
1002,Maple Grill,2023-09-25,Ketchup,153,9.28,1419.84,143,10
1002,Maple Grill,2023-10-02,Beef Patty,169,3.7,625.3,156,13
1002,Maple Grill,2023-10-02,Cheddar Cheese,125,5.53,691.25,116,9
1002,Maple Grill,2023-10-02,Buns,97,7.08,686.76,84,13
1002,Maple Grill,2023-10-02,Fries,196,8.53,1671.88,198,-2
1002,Maple Grill,2023-10-02,Ketchup,172,5.3,911.6,162,10
1002,Maple Grill,2023-10-09,Beef Patty,117,1.62,189.54,113,4
1002,Maple Grill,2023-10-09,Cheddar Cheese,24,4.28,102.72,14,10
1002,Maple Grill,2023-10-09,Buns,128,2.72,348.16,122,6
1002,Maple Grill,2023-10-09,Fries,55,5.86,322.3,59,-4
1002,Maple Grill,2023-10-09,Ketchup,102,4.33,441.66,93,9
1002,Maple Grill,2023-10-16,Beef Patty,183,6.13,1121.79,186,-3
1002,Maple Grill,2023-10-16,Cheddar Cheese,68,3.11,211.48,71,-3
1002,Maple Grill,2023-10-16,Buns,124,7.62,944.88,114,10
1002,Maple Grill,2023-10-16,Fries,22,5.18,113.96,16,6
1002,Maple Grill,2023-10-16,Ketchup,78,7.48,583.44,81,-3
1002,Maple Grill,2023-10-23,Beef Patty,162,3.79,613.98,162,0
1002,Maple Grill,2023-10-23,Cheddar Cheese,73,6.06,442.38,59,14
1002,Maple Grill,2023-10-23,Buns,171,2.61,446.31,158,13
1002,Maple Grill,2023-10-23,Fries,171,2.37,405.27,166,5
1002,Maple Grill,2023-10-23,Ketchup,169,9.6,1622.4,161,8
1002,Maple Grill,2023-10-30,Beef Patty,107,7.74,828.18,106,1
1002,Maple Grill,2023-10-30,Cheddar Cheese,75,9.65,723.75,72,3
1002,Maple Grill,2023-10-30,Buns,79,3.43,270.97,75,4
1002,Maple Grill,2023-10-30,Fries,121,8.46,1023.66,126,-5
1002,Maple Grill,2023-10-30,Ketchup,151,2.38,359.38,150,1
1002,Maple Grill,2023-11-06,Beef Patty,102,2.43,247.86,98,4
1002,Maple Grill,2023-11-06,Cheddar Cheese,82,4.28,350.96,85,-3
1002,Maple Grill,2023-11-06,Buns,168,1.54,258.72,160,8
1002,Maple Grill,2023-11-06,Fries,197,2.89,569.33,190,7
1002,Maple Grill,2023-11-06,Ketchup,34,4.17,141.78,27,7
1002,Maple Grill,2023-11-13,Beef Patty,57,8.49,483.93,50,7
1002,Maple Grill,2023-11-13,Cheddar Cheese,130,9.73,1264.9,124,6
1002,Maple Grill,2023-11-13,Buns,106,7.5,795.0,104,2
1002,Maple Grill,2023-11-13,Fries,37,4.0,148.0,31,6
1002,Maple Grill,2023-11-13,Ketchup,171,7.24,1238.04,158,13
1002,Maple Grill,2023-11-20,Beef Patty,68,5.93,403.24,70,-2
1002,Maple Grill,2023-11-20,Cheddar Cheese,87,9.7,843.9,89,-2
1002,Maple Grill,2023-11-20,Buns,23,7.76,178.48,24,-1
1002,Maple Grill,2023-11-20,Fries,101,5.48,553.48,99,2
1002,Maple Grill,2023-11-20,Ketchup,65,4.1,266.5,59,6
1002,Maple Grill,2023-11-27,Beef Patty,124,3.13,388.12,126,-2
1002,Maple Grill,2023-11-27,Cheddar Cheese,128,4.65,595.2,120,8
1002,Maple Grill,2023-11-27,Buns,102,8.95,912.9,99,3
1002,Maple Grill,2023-11-27,Fries,77,8.18,629.86,74,3
1002,Maple Grill,2023-11-27,Ketchup,93,4.45,413.85,92,1
1002,Maple Grill,2023-12-04,Beef Patty,56,4.51,252.56,51,5
1002,Maple Grill,2023-12-04,Cheddar Cheese,118,3.38,398.84,108,10
1002,Maple Grill,2023-12-04,Buns,61,9.11,555.71,50,11
1002,Maple Grill,2023-12-04,Fries,188,8.15,1532.2,176,12
1002,Maple Grill,2023-12-04,Ketchup,177,8.93,1580.61,179,-2
1002,Maple Grill,2023-12-11,Beef Patty,88,5.64,496.32,86,2
1002,Maple Grill,2023-12-11,Cheddar Cheese,187,3.24,605.88,186,1
1002,Maple Grill,2023-12-11,Buns,196,8.9,1744.4,194,2
1002,Maple Grill,2023-12-11,Fries,153,7.22,1104.66,141,12
1002,Maple Grill,2023-12-11,Ketchup,100,7.71,771.0,99,1
1002,Maple Grill,2023-12-18,Beef Patty,108,8.14,879.12,112,-4
1002,Maple Grill,2023-12-18,Cheddar Cheese,156,3.21,500.76,146,10
1002,Maple Grill,2023-12-18,Buns,86,7.44,639.84,88,-2
1002,Maple Grill,2023-12-18,Fries,118,2.93,345.74,113,5
1002,Maple Grill,2023-12-18,Ketchup,81,6.56,531.36,74,7
1002,Maple Grill,2023-12-25,Beef Patty,129,2.16,278.64,125,4
1002,Maple Grill,2023-12-25,Cheddar Cheese,168,2.71,455.28,161,7
1002,Maple Grill,2023-12-25,Buns,130,5.15,669.5,132,-2
1002,Maple Grill,2023-12-25,Fries,76,9.52,723.52,74,2
1002,Maple Grill,2023-12-25,Ketchup,94,9.66,908.04,98,-4
1002,Maple Grill,2024-01-01,Beef Patty,45,6.44,289.8,31,14
1002,Maple Grill,2024-01-01,Cheddar Cheese,123,9.01,1108.23,128,-5
1002,Maple Grill,2024-01-01,Buns,123,3.08,378.84,124,-1
1002,Maple Grill,2024-01-01,Fries,105,4.84,508.2,102,3
1002,Maple Grill,2024-01-01,Ketchup,121,7.3,883.3,113,8
1002,Maple Grill,2024-01-08,Beef Patty,80,8.97,717.6,79,1
1002,Maple Grill,2024-01-08,Cheddar Cheese,140,8.31,1163.4,142,-2
1002,Maple Grill,2024-01-08,Buns,56,3.3,184.8,59,-3
1002,Maple Grill,2024-01-08,Fries,159,2.97,472.23,161,-2
1002,Maple Grill,2024-01-08,Ketchup,130,5.92,769.6,131,-1
1002,Maple Grill,2024-01-15,Beef Patty,20,2.12,42.4,16,4
1002,Maple Grill,2024-01-15,Cheddar Cheese,162,6.74,1091.88,161,1
1002,Maple Grill,2024-01-15,Buns,86,8.2,705.2,82,4
1002,Maple Grill,2024-01-15,Fries,172,1.78,306.16,175,-3
1002,Maple Grill,2024-01-15,Ketchup,83,8.42,698.86,85,-2
1002,Maple Grill,2024-01-22,Beef Patty,46,6.66,306.36,50,-4
1002,Maple Grill,2024-01-22,Cheddar Cheese,57,4.87,277.59,51,6
1002,Maple Grill,2024-01-22,Buns,101,2.2,222.2,87,14
1002,Maple Grill,2024-01-22,Fries,87,2.67,232.29,81,6
1002,Maple Grill,2024-01-22,Ketchup,176,9.49,1670.24,180,-4
1002,Maple Grill,2024-01-29,Beef Patty,139,2.86,397.54,139,0
1002,Maple Grill,2024-01-29,Cheddar Cheese,147,8.68,1275.96,139,8
1002,Maple Grill,2024-01-29,Buns,175,6.2,1085.0,163,12
1002,Maple Grill,2024-01-29,Fries,167,3.45,576.15,156,11
1002,Maple Grill,2024-01-29,Ketchup,87,9.3,809.1,77,10
1002,Maple Grill,2024-02-05,Beef Patty,21,8.75,183.75,13,8
1002,Maple Grill,2024-02-05,Cheddar Cheese,100,8.27,827.0,93,7
1002,Maple Grill,2024-02-05,Buns,158,3.26,515.08,157,1
1002,Maple Grill,2024-02-05,Fries,125,4.17,521.25,126,-1
1002,Maple Grill,2024-02-05,Ketchup,71,6.84,485.64,72,-1
1002,Maple Grill,2024-02-12,Beef Patty,21,5.22,109.62,16,5
1002,Maple Grill,2024-02-12,Cheddar Cheese,35,8.86,310.1,36,-1
1002,Maple Grill,2024-02-12,Buns,64,5.22,334.08,67,-3
1002,Maple Grill,2024-02-12,Fries,148,2.96,438.08,140,8
1002,Maple Grill,2024-02-12,Ketchup,126,4.3,541.8,115,11
1002,Maple Grill,2024-02-19,Beef Patty,135,1.79,241.65,131,4
1002,Maple Grill,2024-02-19,Cheddar Cheese,138,2.29,316.02,136,2
1002,Maple Grill,2024-02-19,Buns,190,5.59,1062.1,192,-2
1002,Maple Grill,2024-02-19,Fries,39,7.03,274.17,27,12
1002,Maple Grill,2024-02-19,Ketchup,176,8.08,1422.08,180,-4
1002,Maple Grill,2024-02-26,Beef Patty,145,4.86,704.7,147,-2
1002,Maple Grill,2024-02-26,Cheddar Cheese,149,7.76,1156.24,136,13
1002,Maple Grill,2024-02-26,Buns,23,6.26,143.98,27,-4
1002,Maple Grill,2024-02-26,Fries,38,5.59,212.42,41,-3
1002,Maple Grill,2024-02-26,Ketchup,153,9.9,1514.7,148,5
1002,Maple Grill,2024-03-04,Beef Patty,118,7.14,842.52,113,5
1002,Maple Grill,2024-03-04,Cheddar Cheese,173,4.93,852.89,172,1
1002,Maple Grill,2024-03-04,Buns,32,3.47,111.04,28,4
1002,Maple Grill,2024-03-04,Fries,43,7.2,309.6,37,6
1002,Maple Grill,2024-03-04,Ketchup,157,5.91,927.87,160,-3
1002,Maple Grill,2024-03-11,Beef Patty,140,3.99,558.6,143,-3
1002,Maple Grill,2024-03-11,Cheddar Cheese,62,8.47,525.14,51,11
1002,Maple Grill,2024-03-11,Buns,58,5.66,328.28,54,4
1002,Maple Grill,2024-03-11,Fries,63,2.54,160.02,57,6
1002,Maple Grill,2024-03-11,Ketchup,72,9.1,655.2,59,13
1002,Maple Grill,2024-03-18,Beef Patty,73,6.65,485.45,77,-4
1002,Maple Grill,2024-03-18,Cheddar Cheese,104,6.22,646.88,106,-2
1002,Maple Grill,2024-03-18,Buns,58,1.94,112.52,62,-4
1002,Maple Grill,2024-03-18,Fries,88,3.16,278.08,80,8
1002,Maple Grill,2024-03-18,Ketchup,150,6.64,996.0,146,4
1002,Maple Grill,2024-03-25,Beef Patty,179,6.18,1106.22,178,1
1002,Maple Grill,2024-03-25,Cheddar Cheese,123,2.63,323.49,110,13
1002,Maple Grill,2024-03-25,Buns,31,5.54,171.74,28,3
1002,Maple Grill,2024-03-25,Fries,52,9.49,493.48,54,-2
1002,Maple Grill,2024-03-25,Ketchup,87,7.68,668.16,86,1
1002,Maple Grill,2024-04-01,Beef Patty,42,9.56,401.52,40,2
1002,Maple Grill,2024-04-01,Cheddar Cheese,155,1.91,296.05,154,1
1002,Maple Grill,2024-04-01,Buns,125,3.75,468.75,116,9
1002,Maple Grill,2024-04-01,Fries,124,2.46,305.04,128,-4
1002,Maple Grill,2024-04-01,Ketchup,153,2.22,339.66,140,13
1002,Maple Grill,2024-04-08,Beef Patty,155,3.53,547.15,159,-4
1002,Maple Grill,2024-04-08,Cheddar Cheese,69,6.99,482.31,55,14
1002,Maple Grill,2024-04-08,Buns,134,2.97,397.98,130,4
1002,Maple Grill,2024-04-08,Fries,155,2.6,403.0,144,11
1002,Maple Grill,2024-04-08,Ketchup,126,1.69,212.94,112,14
1002,Maple Grill,2024-04-15,Beef Patty,192,7.28,1397.76,190,2
1002,Maple Grill,2024-04-15,Cheddar Cheese,118,6.07,716.26,122,-4
1002,Maple Grill,2024-04-15,Buns,70,7.8,546.0,56,14
1002,Maple Grill,2024-04-15,Fries,142,3.13,444.46,141,1
1002,Maple Grill,2024-04-15,Ketchup,94,2.52,236.88,94,0
1002,Maple Grill,2024-04-22,Beef Patty,81,9.29,752.49,84,-3
1002,Maple Grill,2024-04-22,Cheddar Cheese,21,8.99,188.79,11,10
1002,Maple Grill,2024-04-22,Buns,163,7.36,1199.68,151,12
1002,Maple Grill,2024-04-22,Fries,59,2.31,136.29,52,7
1002,Maple Grill,2024-04-22,Ketchup,160,7.31,1169.6,163,-3
1002,Maple Grill,2024-04-29,Beef Patty,108,8.2,885.6,94,14
1002,Maple Grill,2024-04-29,Cheddar Cheese,76,4.31,327.56,65,11
1002,Maple Grill,2024-04-29,Buns,32,6.88,220.16,29,3
1002,Maple Grill,2024-04-29,Fries,57,5.95,339.15,53,4
1002,Maple Grill,2024-04-29,Ketchup,149,6.31,940.19,148,1
1002,Maple Grill,2024-05-06,Beef Patty,152,8.2,1246.4,142,10
1002,Maple Grill,2024-05-06,Cheddar Cheese,96,4.48,430.08,82,14
1002,Maple Grill,2024-05-06,Buns,148,5.99,886.52,139,9
1002,Maple Grill,2024-05-06,Fries,48,8.41,403.68,53,-5
1002,Maple Grill,2024-05-06,Ketchup,84,8.16,685.44,71,13
1002,Maple Grill,2024-05-13,Beef Patty,71,2.36,167.56,74,-3
1002,Maple Grill,2024-05-13,Cheddar Cheese,38,4.32,164.16,25,13
1002,Maple Grill,2024-05-13,Buns,177,3.15,557.55,174,3
1002,Maple Grill,2024-05-13,Fries,164,4.96,813.44,159,5
1002,Maple Grill,2024-05-13,Ketchup,142,3.81,541.02,130,12
1002,Maple Grill,2024-05-20,Beef Patty,69,4.94,340.86,57,12
1002,Maple Grill,2024-05-20,Cheddar Cheese,155,4.99,773.45,149,6
1002,Maple Grill,2024-05-20,Buns,199,6.44,1281.56,194,5
1002,Maple Grill,2024-05-20,Fries,58,9.83,570.14,47,11
1002,Maple Grill,2024-05-20,Ketchup,57,8.98,511.86,50,7
1002,Maple Grill,2024-05-27,Beef Patty,98,1.87,183.26,90,8
1002,Maple Grill,2024-05-27,Cheddar Cheese,57,1.64,93.48,57,0
1002,Maple Grill,2024-05-27,Buns,111,9.21,1022.31,108,3
1002,Maple Grill,2024-05-27,Fries,64,8.63,552.32,51,13
1002,Maple Grill,2024-05-27,Ketchup,198,9.38,1857.24,186,12
1002,Maple Grill,2024-06-03,Beef Patty,110,7.66,842.6,107,3
1002,Maple Grill,2024-06-03,Cheddar Cheese,189,2.61,493.29,178,11
1002,Maple Grill,2024-06-03,Buns,148,8.16,1207.68,136,12
1002,Maple Grill,2024-06-03,Fries,85,7.0,595.0,89,-4
1002,Maple Grill,2024-06-03,Ketchup,100,2.2,220.0,91,9
1002,Maple Grill,2024-06-10,Beef Patty,76,3.61,274.36,64,12
1002,Maple Grill,2024-06-10,Cheddar Cheese,104,9.58,996.32,102,2
1002,Maple Grill,2024-06-10,Buns,183,1.84,336.72,182,1
1002,Maple Grill,2024-06-10,Fries,38,2.11,80.18,42,-4
1002,Maple Grill,2024-06-10,Ketchup,70,2.52,176.4,75,-5
1002,Maple Grill,2024-06-17,Beef Patty,190,6.79,1290.1,194,-4
1002,Maple Grill,2024-06-17,Cheddar Cheese,150,1.64,246.0,153,-3
1002,Maple Grill,2024-06-17,Buns,47,8.16,383.52,33,14
1002,Maple Grill,2024-06-17,Fries,63,9.27,584.01,49,14
1002,Maple Grill,2024-06-17,Ketchup,189,3.44,650.16,186,3
1002,Maple Grill,2024-06-24,Beef Patty,88,5.43,477.84,93,-5
1002,Maple Grill,2024-06-24,Cheddar Cheese,28,7.99,223.72,24,4
1002,Maple Grill,2024-06-24,Buns,174,4.24,737.76,168,6
1002,Maple Grill,2024-06-24,Fries,121,9.39,1136.19,118,3
1002,Maple Grill,2024-06-24,Ketchup,160,6.89,1102.4,147,13
1002,Maple Grill,2024-07-01,Beef Patty,80,5.04,403.2,72,8
1002,Maple Grill,2024-07-01,Cheddar Cheese,164,2.28,373.92,158,6
1002,Maple Grill,2024-07-01,Buns,118,3.86,455.48,111,7
1002,Maple Grill,2024-07-01,Fries,177,7.87,1392.99,176,1
1002,Maple Grill,2024-07-01,Ketchup,100,6.32,632.0,104,-4
1002,Maple Grill,2024-07-08,Beef Patty,126,1.96,246.96,125,1
1002,Maple Grill,2024-07-08,Cheddar Cheese,26,2.11,54.86,29,-3
1002,Maple Grill,2024-07-08,Buns,177,8.36,1479.72,164,13
1002,Maple Grill,2024-07-08,Fries,143,6.85,979.55,130,13
1002,Maple Grill,2024-07-08,Ketchup,139,7.67,1066.13,143,-4
1002,Maple Grill,2024-07-15,Beef Patty,93,8.33,774.69,79,14
1002,Maple Grill,2024-07-15,Cheddar Cheese,163,7.29,1188.27,150,13
1002,Maple Grill,2024-07-15,Buns,154,6.77,1042.58,158,-4
1002,Maple Grill,2024-07-15,Fries,104,3.11,323.44,109,-5
1002,Maple Grill,2024-07-15,Ketchup,123,8.68,1067.64,120,3
1002,Maple Grill,2024-07-22,Beef Patty,119,5.99,712.81,117,2
1002,Maple Grill,2024-07-22,Cheddar Cheese,133,1.78,236.74,120,13
1002,Maple Grill,2024-07-22,Buns,31,9.93,307.83,31,0
1002,Maple Grill,2024-07-22,Fries,37,6.27,231.99,31,6
1002,Maple Grill,2024-07-22,Ketchup,193,9.49,1831.57,190,3
1002,Maple Grill,2024-07-29,Beef Patty,181,3.77,682.37,183,-2
1002,Maple Grill,2024-07-29,Cheddar Cheese,71,2.94,208.74,58,13
1002,Maple Grill,2024-07-29,Buns,113,1.73,195.49,100,13
1002,Maple Grill,2024-07-29,Fries,125,3.58,447.5,117,8
1002,Maple Grill,2024-07-29,Ketchup,117,5.58,652.86,117,0
1002,Maple Grill,2024-08-05,Beef Patty,84,5.38,451.92,81,3
1002,Maple Grill,2024-08-05,Cheddar Cheese,29,4.05,117.45,22,7
1002,Maple Grill,2024-08-05,Buns,115,6.01,691.15,119,-4
1002,Maple Grill,2024-08-05,Fries,97,8.88,861.36,98,-1
1002,Maple Grill,2024-08-05,Ketchup,79,4.32,341.28,74,5
1002,Maple Grill,2024-08-12,Beef Patty,94,8.42,791.48,91,3
1002,Maple Grill,2024-08-12,Cheddar Cheese,171,8.64,1477.44,174,-3
1002,Maple Grill,2024-08-12,Buns,148,9.28,1373.44,134,14
1002,Maple Grill,2024-08-12,Fries,39,4.74,184.86,28,11
1002,Maple Grill,2024-08-12,Ketchup,179,5.24,937.96,172,7
1002,Maple Grill,2024-08-19,Beef Patty,34,8.39,285.26,25,9
1002,Maple Grill,2024-08-19,Cheddar Cheese,163,8.84,1440.92,165,-2
1002,Maple Grill,2024-08-19,Buns,199,9.47,1884.53,187,12
1002,Maple Grill,2024-08-19,Fries,174,8.77,1525.98,176,-2
1002,Maple Grill,2024-08-19,Ketchup,87,7.58,659.46,91,-4
1002,Maple Grill,2024-08-26,Beef Patty,183,4.27,781.41,182,1
1002,Maple Grill,2024-08-26,Cheddar Cheese,109,2.65,288.85,100,9
1002,Maple Grill,2024-08-26,Buns,176,5.03,885.28,175,1
1002,Maple Grill,2024-08-26,Fries,54,5.72,308.88,56,-2
1002,Maple Grill,2024-08-26,Ketchup,124,7.54,934.96,128,-4
1002,Maple Grill,2024-09-02,Beef Patty,167,9.57,1598.19,156,11
1002,Maple Grill,2024-09-02,Cheddar Cheese,126,6.05,762.3,117,9
1002,Maple Grill,2024-09-02,Buns,63,5.49,345.87,49,14
1002,Maple Grill,2024-09-02,Fries,31,5.15,159.65,33,-2
1002,Maple Grill,2024-09-02,Ketchup,156,7.51,1171.56,147,9
1002,Maple Grill,2024-09-09,Beef Patty,164,6.69,1097.16,165,-1
1002,Maple Grill,2024-09-09,Cheddar Cheese,32,8.46,270.72,18,14
1002,Maple Grill,2024-09-09,Buns,68,9.59,652.12,67,1
1002,Maple Grill,2024-09-09,Fries,59,3.56,210.04,61,-2
1002,Maple Grill,2024-09-09,Ketchup,148,3.3,488.4,139,9
1002,Maple Grill,2024-09-16,Beef Patty,116,5.14,596.24,113,3
1002,Maple Grill,2024-09-16,Cheddar Cheese,21,7.33,153.93,15,6
1002,Maple Grill,2024-09-16,Buns,142,3.1,440.2,141,1
1002,Maple Grill,2024-09-16,Fries,144,2.05,295.2,142,2
1002,Maple Grill,2024-09-16,Ketchup,148,7.4,1095.2,150,-2
1002,Maple Grill,2024-09-23,Beef Patty,123,8.32,1023.36,122,1
1002,Maple Grill,2024-09-23,Cheddar Cheese,106,8.16,864.96,111,-5
1002,Maple Grill,2024-09-23,Buns,48,9.03,433.44,53,-5
1002,Maple Grill,2024-09-23,Fries,61,6.48,395.28,60,1
1002,Maple Grill,2024-09-23,Ketchup,20,8.77,175.4,10,10
1002,Maple Grill,2024-09-30,Beef Patty,164,4.49,736.36,162,2
1002,Maple Grill,2024-09-30,Cheddar Cheese,186,1.77,329.22,180,6
1002,Maple Grill,2024-09-30,Buns,140,1.55,217.0,141,-1
1002,Maple Grill,2024-09-30,Fries,124,8.34,1034.16,115,9
1002,Maple Grill,2024-09-30,Ketchup,33,6.63,218.79,21,12
1002,Maple Grill,2024-10-07,Beef Patty,36,6.25,225.0,34,2
1002,Maple Grill,2024-10-07,Cheddar Cheese,86,3.69,317.34,81,5
1002,Maple Grill,2024-10-07,Buns,24,4.64,111.36,22,2
1002,Maple Grill,2024-10-07,Fries,58,3.38,196.04,50,8
1002,Maple Grill,2024-10-07,Ketchup,86,7.75,666.5,84,2
1002,Maple Grill,2024-10-14,Beef Patty,121,9.28,1122.88,122,-1
1002,Maple Grill,2024-10-14,Cheddar Cheese,163,8.32,1356.16,151,12
1002,Maple Grill,2024-10-14,Buns,62,7.83,485.46,54,8
1002,Maple Grill,2024-10-14,Fries,175,8.44,1477.0,175,0
1002,Maple Grill,2024-10-14,Ketchup,122,5.2,634.4,109,13
1002,Maple Grill,2024-10-21,Beef Patty,99,1.72,170.28,103,-4
1002,Maple Grill,2024-10-21,Cheddar Cheese,55,1.61,88.55,46,9
1002,Maple Grill,2024-10-21,Buns,153,7.0,1071.0,145,8
1002,Maple Grill,2024-10-21,Fries,198,1.87,370.26,191,7
1002,Maple Grill,2024-10-21,Ketchup,188,2.91,547.08,175,13
1002,Maple Grill,2024-10-28,Beef Patty,127,1.55,196.85,125,2
1002,Maple Grill,2024-10-28,Cheddar Cheese,86,3.15,270.9,82,4
1002,Maple Grill,2024-10-28,Buns,104,6.01,625.04,97,7
1002,Maple Grill,2024-10-28,Fries,155,9.34,1447.7,160,-5
1002,Maple Grill,2024-10-28,Ketchup,96,9.99,959.04,83,13
1002,Maple Grill,2024-11-04,Beef Patty,78,3.82,297.96,66,12
1002,Maple Grill,2024-11-04,Cheddar Cheese,149,6.48,965.52,142,7
1002,Maple Grill,2024-11-04,Buns,105,1.54,161.7,98,7
1002,Maple Grill,2024-11-04,Fries,111,5.36,594.96,98,13
1002,Maple Grill,2024-11-04,Ketchup,91,3.71,337.61,77,14
1002,Maple Grill,2024-11-11,Beef Patty,179,7.5,1342.5,172,7
1002,Maple Grill,2024-11-11,Cheddar Cheese,66,7.84,517.44,56,10
1002,Maple Grill,2024-11-11,Buns,22,7.94,174.68,27,-5
1002,Maple Grill,2024-11-11,Fries,71,5.99,425.29,69,2
1002,Maple Grill,2024-11-11,Ketchup,150,3.49,523.5,151,-1
1002,Maple Grill,2024-11-18,Beef Patty,119,4.71,560.49,109,10
1002,Maple Grill,2024-11-18,Cheddar Cheese,65,5.43,352.95,55,10
1002,Maple Grill,2024-11-18,Buns,182,6.69,1217.58,178,4
1002,Maple Grill,2024-11-18,Fries,55,7.24,398.2,59,-4
1002,Maple Grill,2024-11-18,Ketchup,167,7.64,1275.88,170,-3
1002,Maple Grill,2024-11-25,Beef Patty,102,1.58,161.16,89,13
1002,Maple Grill,2024-11-25,Cheddar Cheese,62,8.19,507.78,53,9
1002,Maple Grill,2024-11-25,Buns,59,5.97,352.23,62,-3
1002,Maple Grill,2024-11-25,Fries,187,5.59,1045.33,179,8
1002,Maple Grill,2024-11-25,Ketchup,82,9.63,789.66,80,2
