Store_ID,Brand,Month,Net_Sales,Transactions,Avg_Check,Food_Cost_%,Labor_Cost_%,Royalty_%,Marketing_Fee_%,Food_Cost,Labor_Cost,Royalty,Marketing_Fee,Rent,Utilities,Other_OpEx,EBITDA
1015,Maple Grill,2024-01-01,97042,4066,23.87,33.88,26.04,5.0,3.0,32877.83,25269.74,4852.1,2911.26,4294.06,1633.18,2685.7,22518.13
1015,Maple Grill,2024-02-01,108074,4667,23.16,29.61,29.67,5.0,3.0,32000.71,32065.56,5403.7,3242.22,4398.37,1358.5,1170.61,28434.33
1015,Maple Grill,2024-03-01,101432,4127,24.58,29.38,31.75,5.0,3.0,29800.72,32204.66,5071.6,3042.96,5549.29,1742.49,2209.17,21811.11
1015,Maple Grill,2024-04-01,121286,4957,24.47,30.44,31.8,5.0,3.0,36919.46,38568.95,6064.3,3638.58,7529.95,1752.58,2030.22,24781.96
1015,Maple Grill,2024-05-01,140410,7839,17.91,28.45,27.26,5.0,3.0,39946.64,38275.77,7020.5,4212.3,6952.53,1400.32,2043.06,40558.88
1015,Maple Grill,2024-06-01,121219,5482,22.11,35.21,28.42,5.0,3.0,42681.21,34450.44,6060.95,3636.57,6899.23,2471.63,1218.46,23800.51
1015,Maple Grill,2024-07-01,106961,4307,24.83,28.25,28.81,5.0,3.0,30216.48,30815.46,5348.05,3208.83,7220.62,2377.12,1429.13,26345.31
1015,Maple Grill,2024-08-01,147389,8534,17.27,28.71,29.89,5.0,3.0,42315.38,44054.57,7369.45,4421.67,5333.56,2139.39,1823.24,39931.74
1015,Maple Grill,2024-09-01,100136,6276,15.96,32.49,28.58,5.0,3.0,32534.19,28618.87,5006.8,3004.08,7482.21,1218.11,2270.1,20001.64
1015,Maple Grill,2024-10-01,110068,4980,22.1,33.91,30.1,5.0,3.0,37324.06,33130.47,5503.4,3302.04,5682.33,2076.64,1058.51,21990.55
1015,Maple Grill,2024-11-01,145085,6177,23.49,29.51,31.39,5.0,3.0,42814.58,45542.18,7254.25,4352.55,4654.88,1828.34,2004.53,36633.69
1015,Maple Grill,2024-12-01,123973,5529,22.42,33.14,29.25,5.0,3.0,41084.65,36262.1,6198.65,3719.19,5523.54,1209.08,2539.69,27436.1
1016,Maple Grill,2022-01-01,148954,6491,22.95,32.57,25.93,5.0,3.0,48514.32,38623.77,7447.7,4468.62,7817.99,1597.69,2214.57,38269.34
1016,Maple Grill,2022-02-01,122283,7621,16.05,33.23,29.17,5.0,3.0,40634.64,35669.95,6114.15,3668.49,7846.2,1277.06,2885.1,24187.41
1016,Maple Grill,2022-03-01,106909,5187,20.61,28.2,25.68,5.0,3.0,30148.34,27454.23,5345.45,3207.27,4548.75,1269.18,1746.21,33189.57
1016,Maple Grill,2022-04-01,85421,5330,16.03,28.24,25.2,5.0,3.0,24122.89,21526.09,4271.05,2562.63,5502.33,1591.97,2708.71,23135.33
1016,Maple Grill,2022-05-01,132987,6656,19.98,32.22,25.58,5.0,3.0,42848.41,34018.07,6649.35,3989.61,5544.79,1591.88,1507.09,36837.8
1016,Maple Grill,2022-06-01,145075,6574,22.07,30.73,27.2,5.0,3.0,44581.55,39460.4,7253.75,4352.25,7331.11,1205.67,1654.93,39235.34
1016,Maple Grill,2022-07-01,78619,4132,19.03,30.13,27.02,5.0,3.0,23687.9,21242.85,3930.95,2358.57,4540.53,2015.05,2026.29,18816.86
1016,Maple Grill,2022-08-01,91663,4794,19.12,33.95,31.2,5.0,3.0,31119.59,28598.86,4583.15,2749.89,4605.27,1333.98,1871.96,16800.3
1016,Maple Grill,2022-09-01,138980,8258,16.83,32.51,26.83,5.0,3.0,45182.4,37288.33,6949.0,4169.4,4894.33,1302.35,2965.22,36228.97
1016,Maple Grill,2022-10-01,113689,6146,18.5,33.99,26.37,5.0,3.0,38642.89,29979.79,5684.45,3410.67,4114.82,1700.75,1282.05,28873.58
1016,Maple Grill,2022-11-01,130119,6823,19.07,32.31,29.14,5.0,3.0,42041.45,37916.68,6505.95,3903.57,5624.9,1267.49,2316.45,30542.51
1016,Maple Grill,2022-12-01,133821,8265,16.19,34.82,27.15,5.0,3.0,46596.47,36332.4,6691.05,4014.63,4389.78,2340.52,2573.14,30883.01
1016,Maple Grill,2023-01-01,118818,5701,20.84,30.55,25.05,5.0,3.0,36298.9,29763.91,5940.9,3564.54,6758.49,1617.81,2050.85,32822.6
1016,Maple Grill,2023-02-01,71305,3189,22.36,29.01,30.49,5.0,3.0,20685.58,21740.89,3565.25,2139.15,5467.71,2007.3,1920.19,13778.93
1016,Maple Grill,2023-03-01,61684,3935,15.68,31.88,27.61,5.0,3.0,19664.86,17030.95,3084.2,1850.52,7673.02,1484.23,2871.23,8024.99
1016,Maple Grill,2023-04-01,81006,3606,22.46,31.69,30.12,5.0,3.0,25670.8,24399.01,4050.3,2430.18,4781.49,1919.16,1443.2,16311.86
1016,Maple Grill,2023-05-01,88853,4100,21.67,29.61,27.32,5.0,3.0,26309.37,24274.64,4442.65,2665.59,7754.44,1614.78,1179.69,20611.84
1016,Maple Grill,2023-06-01,138739,6624,20.94,29.45,27.04,5.0,3.0,40858.64,37515.03,6936.95,4162.17,7270.63,1888.31,2633.82,37473.45
1016,Maple Grill,2023-07-01,83943,3397,24.71,28.29,29.79,5.0,3.0,23747.47,25006.62,4197.15,2518.29,6475.55,1203.38,2474.16,18320.38
1016,Maple Grill,2023-08-01,135976,6908,19.68,31.37,28.82,5.0,3.0,42655.67,39188.28,6798.8,4079.28,7582.97,2338.67,1385.95,31946.38
1016,Maple Grill,2023-09-01,95871,3874,24.75,35.82,25.2,5.0,3.0,34340.99,24159.49,4793.55,2876.13,6475.28,2130.33,1212.86,19882.37
1016,Maple Grill,2023-10-01,130172,6077,21.42,29.29,29.66,5.0,3.0,38127.38,38609.02,6508.6,3905.16,7622.58,1909.14,2483.64,31006.48
1016,Maple Grill,2023-11-01,81778,4749,17.22,30.19,28.87,5.0,3.0,24688.78,23609.31,4088.9,2453.34,7109.08,2138.54,2241.89,15448.16
1016,Maple Grill,2023-12-01,142828,6524,21.89,34.79,29.41,5.0,3.0,49689.86,42005.71,7141.4,4284.84,5461.85,2064.35,1678.59,30501.4
1016,Maple Grill,2024-01-01,100351,5261,19.07,28.69,29.6,5.0,3.0,28790.7,29703.9,5017.55,3010.53,5556.23,1684.04,2884.87,23703.18
1016,Maple Grill,2024-02-01,77372,3548,21.81,32.97,29.55,5.0,3.0,25509.55,22863.43,3868.6,2321.16,4446.17,1770.44,2240.8,14351.85
1016,Maple Grill,2024-03-01,131791,5724,23.02,35.11,26.63,5.0,3.0,46271.82,35095.94,6589.55,3953.73,7029.83,1673.52,2596.4,28580.21
1016,Maple Grill,2024-04-01,125016,6053,20.65,32.78,30.83,5.0,3.0,40980.24,38542.43,6250.8,3750.48,6757.0,1359.62,1892.19,25483.24
1016,Maple Grill,2024-05-01,130999,5363,24.43,30.77,25.63,5.0,3.0,40308.39,33575.04,6549.95,3929.97,4092.67,1545.18,1448.37,39549.43
1016,Maple Grill,2024-06-01,79814,3297,24.21,30.01,25.78,5.0,3.0,23952.18,20576.05,3990.7,2394.42,4275.91,1879.56,1855.98,20889.2
1016,Maple Grill,2024-07-01,88436,4167,21.22,31.57,27.0,5.0,3.0,27919.25,23877.72,4421.8,2653.08,6630.55,1405.44,2039.17,19488.99
1016,Maple Grill,2024-08-01,93222,4071,22.9,34.29,29.33,5.0,3.0,31965.82,27342.01,4661.1,2796.66,5284.26,1394.37,1364.66,18413.12
1016,Maple Grill,2024-09-01,115543,4932,23.43,29.02,29.91,5.0,3.0,33530.58,34558.91,5777.15,3466.29,6556.49,1560.09,1666.58,28426.91
1016,Maple Grill,2024-10-01,116384,4889,23.81,32.23,26.69,5.0,3.0,37510.56,31062.89,5819.2,3491.52,6255.96,2171.14,2204.17,27868.56
1016,Maple Grill,2024-11-01,135234,6799,19.89,30.94,27.5,5.0,3.0,41841.4,37189.35,6761.7,4057.02,5668.01,2335.6,1242.99,36137.93
1016,Maple Grill,2024-12-01,117000,6225,18.8,34.73,26.06,5.0,3.0,40634.1,30490.2,5850.0,3510.0,7123.89,2096.08,2726.18,24569.55
1017,Maple Grill,2022-01-01,108212,5788,18.7,34.03,28.93,5.0,3.0,36824.54,31305.73,5410.6,3246.36,4993.38,1857.73,1439.83,23133.83
1017,Maple Grill,2022-02-01,111409,6011,18.53,35.46,29.77,5.0,3.0,39505.63,33166.46,5570.45,3342.27,7167.41,2273.11,2907.39,17476.28
1017,Maple Grill,2022-03-01,115855,6990,16.57,34.28,26.5,5.0,3.0,39715.09,30701.58,5792.75,3475.65,4447.27,1916.24,1659.65,28146.77
1017,Maple Grill,2022-04-01,73763,3151,23.41,32.69,29.38,5.0,3.0,24113.12,21671.57,3688.15,2212.89,4758.47,1287.32,2964.56,13066.92
1017,Maple Grill,2022-05-01,50528,3349,15.09,33.13,27.31,5.0,3.0,16739.93,13799.2,2526.4,1515.84,4154.63,1474.69,1361.22,8956.09
1017,Maple Grill,2022-06-01,73086,3454,21.16,33.25,29.23,5.0,3.0,24301.1,21363.04,3654.3,2192.58,4639.94,2126.94,1413.33,13394.77
1017,Maple Grill,2022-07-01,123984,6413,19.33,34.75,27.5,5.0,3.0,43084.44,34095.6,6199.2,3719.52,5237.66,1934.85,2765.89,26946.84
1017,Maple Grill,2022-08-01,57615,3701,15.57,31.61,29.02,5.0,3.0,18212.1,16719.87,2880.75,1728.45,5808.45,2111.96,2871.94,7281.48
1017,Maple Grill,2022-09-01,78271,3950,19.82,28.29,30.34,5.0,3.0,22142.87,23747.42,3913.55,2348.13,5523.41,1473.89,2785.51,16336.22
1017,Maple Grill,2022-10-01,65581,3591,18.26,35.63,25.97,5.0,3.0,23366.51,17031.39,3279.05,1967.43,5007.21,1266.19,1198.38,12464.84
1017,Maple Grill,2022-11-01,127242,6202,20.52,29.68,31.71,5.0,3.0,37765.43,40348.44,6362.1,3817.26,6054.26,2166.91,1888.7,28838.9
1017,Maple Grill,2022-12-01,93018,4310,21.58,31.09,25.64,5.0,3.0,28919.3,23849.82,4650.9,2790.54,5458.66,1852.85,1046.65,24449.28
1017,Maple Grill,2023-01-01,71854,3284,21.88,35.63,30.14,5.0,3.0,25601.58,21656.8,3592.7,2155.62,6635.39,1749.77,1332.07,9130.07
1017,Maple Grill,2023-02-01,112644,7091,15.89,32.33,31.22,5.0,3.0,36417.81,35167.46,5632.2,3379.32,6983.86,1359.09,1111.22,22593.04
1017,Maple Grill,2023-03-01,83500,4230,19.74,28.99,28.45,5.0,3.0,24206.65,23755.75,4175.0,2505.0,5518.61,2485.54,2737.81,18115.64
1017,Maple Grill,2023-04-01,109104,4371,24.96,35.79,27.09,5.0,3.0,39048.32,29556.27,5455.2,3273.12,7641.8,1443.55,2540.33,20145.41
1017,Maple Grill,2023-05-01,149826,7359,20.36,30.09,26.93,5.0,3.0,45082.64,40348.14,7491.3,4494.78,6811.98,1253.04,1824.33,42519.79
1017,Maple Grill,2023-06-01,69513,3663,18.98,28.23,30.09,5.0,3.0,19623.52,20916.46,3475.65,2085.39,4577.55,1471.26,1383.99,15979.18
1017,Maple Grill,2023-07-01,68500,3345,20.48,32.46,29.09,5.0,3.0,22235.1,19926.65,3425.0,2055.0,4408.49,2303.15,1750.3,12396.31
1017,Maple Grill,2023-08-01,103441,6015,17.2,34.81,31.62,5.0,3.0,36007.81,32708.04,5172.05,3103.23,6128.52,2290.32,1152.92,16878.11
1017,Maple Grill,2023-09-01,146301,7298,20.05,32.03,26.57,5.0,3.0,46860.21,38872.18,7315.05,4389.03,4136.96,1707.75,2905.35,40114.47
1017,Maple Grill,2023-10-01,94690,4704,20.13,34.38,27.04,5.0,3.0,32554.42,25604.18,4734.5,2840.7,6220.2,1436.99,2711.64,18587.37
1017,Maple Grill,2023-11-01,101655,6327,16.07,30.3,31.57,5.0,3.0,30801.47,32092.48,5082.75,3049.65,7449.62,1410.31,2483.53,19285.19
1017,Maple Grill,2023-12-01,88464,3782,23.39,28.34,31.55,5.0,3.0,25070.7,27910.39,4423.2,2653.92,5011.77,1766.75,1867.91,19759.36
1017,Maple Grill,2024-01-01,79124,3837,20.62,29.33,27.18,5.0,3.0,23207.07,21505.9,3956.2,2373.72,7181.53,1716.48,2815.78,16367.32
1017,Maple Grill,2024-02-01,66908,3878,17.25,30.97,27.98,5.0,3.0,20721.41,18720.86,3345.4,2007.24,4350.34,1747.96,2776.39,13238.4
1017,Maple Grill,2024-03-01,104549,6878,15.2,30.92,30.47,5.0,3.0,32326.55,31856.08,5227.45,3136.47,5726.43,1845.7,2143.95,22286.37
1017,Maple Grill,2024-04-01,107034,5387,19.87,31.45,31.85,5.0,3.0,33662.19,34090.33,5351.7,3211.02,6281.94,1710.28,2169.35,20557.19
1017,Maple Grill,2024-05-01,132965,8172,16.27,33.02,31.13,5.0,3.0,43905.04,41392.0,6648.25,3988.95,4069.03,1809.97,1428.13,29723.63
1017,Maple Grill,2024-06-01,81839,3437,23.81,31.58,31.87,5.0,3.0,25844.76,26082.09,4091.95,2455.17,7520.08,1555.64,2730.04,11559.27
1017,Maple Grill,2024-07-01,53885,2279,23.64,34.21,29.38,5.0,3.0,18434.06,15831.41,2694.25,1616.55,5267.73,1986.9,1381.2,6672.9
1017,Maple Grill,2024-08-01,72013,3747,19.22,30.77,28.85,5.0,3.0,22158.4,20775.75,3600.65,2160.39,7135.94,2305.34,2648.41,11228.12
1017,Maple Grill,2024-09-01,110804,6595,16.8,32.32,30.94,5.0,3.0,35811.85,34282.76,5540.2,3324.12,5905.48,2084.58,1329.96,22525.05
1017,Maple Grill,2024-10-01,61276,2854,21.47,28.09,31.14,5.0,3.0,17212.43,19081.35,3063.8,1838.28,7760.85,1668.63,1564.67,9085.99
1017,Maple Grill,2024-11-01,121046,6772,17.87,35.71,29.35,5.0,3.0,43225.53,35527.0,6052.3,3631.38,4652.8,2350.39,1242.93,24363.67
1017,Maple Grill,2024-12-01,143892,6965,20.66,33.17,29.27,5.0,3.0,47728.98,42117.19,7194.6,4316.76,6058.12,2318.54,2817.99,31339.82
1018,Maple Grill,2022-01-01,119521,5460,21.89,33.33,31.91,5.0,3.0,39836.35,38139.15,5976.05,3585.63,5129.64,1312.64,2836.16,22705.38
1018,Maple Grill,2022-02-01,121999,5122,23.82,33.55,25.35,5.0,3.0,40930.66,30926.75,6099.95,3659.97,7726.49,1380.13,2022.02,29253.03
1018,Maple Grill,2022-03-01,143954,8539,16.86,34.88,26.99,5.0,3.0,50211.16,38853.18,7197.7,4318.62,5577.96,1564.2,2823.33,33407.85
1018,Maple Grill,2022-04-01,127970,6238,20.51,33.6,28.87,5.0,3.0,42997.92,36944.94,6398.5,3839.1,4590.61,1707.4,1015.21,30476.32
1018,Maple Grill,2022-05-01,71387,4088,17.46,31.69,31.1,5.0,3.0,22622.54,22201.36,3569.35,2141.61,4299.46,2053.33,1818.67,12680.68
1018,Maple Grill,2022-06-01,112192,5737,19.56,29.51,30.4,5.0,3.0,33107.86,34106.37,5609.6,3365.76,6613.84,1960.48,2775.75,24652.34
1018,Maple Grill,2022-07-01,95555,5489,17.41,34.17,30.67,5.0,3.0,32651.14,29306.72,4777.75,2866.65,5859.46,1986.56,1972.36,16134.36
1018,Maple Grill,2022-08-01,128316,5954,21.55,31.78,30.45,5.0,3.0,40778.82,39072.22,6415.8,3849.48,6695.8,2062.76,2470.59,26970.53
1018,Maple Grill,2022-09-01,51720,2408,21.48,30.86,27.95,5.0,3.0,15960.79,14455.74,2586.0,1551.6,7748.57,1235.14,1430.99,6751.17
1018,Maple Grill,2022-10-01,78501,4442,17.67,28.81,31.38,5.0,3.0,22616.14,24633.61,3925.05,2355.03,4953.26,1341.76,1117.4,17558.75
1018,Maple Grill,2022-11-01,144062,8899,16.19,30.2,29.82,5.0,3.0,43506.72,42959.29,7203.1,4321.86,6101.4,2007.91,2272.87,35688.85
1018,Maple Grill,2022-12-01,50306,2218,22.68,34.63,31.47,5.0,3.0,17420.97,15831.3,2515.3,1509.18,7033.96,2160.18,2934.91,900.2
1018,Maple Grill,2023-01-01,147778,6746,21.91,31.76,27.53,5.0,3.0,46934.29,40683.28,7388.9,4433.34,7035.17,1852.01,1175.77,38275.24
1018,Maple Grill,2023-02-01,52866,2374,22.27,34.02,25.75,5.0,3.0,17985.01,13613.0,2643.3,1585.98,6065.74,1366.84,1205.26,8400.87
1018,Maple Grill,2023-03-01,144198,9244,15.6,34.29,30.54,5.0,3.0,49445.49,44038.07,7209.9,4325.94,6372.24,1496.31,2848.03,28462.02
1018,Maple Grill,2023-04-01,110120,5728,19.22,33.54,31.94,5.0,3.0,36934.25,35172.33,5506.0,3303.6,7233.93,1571.24,1588.93,18809.72
1018,Maple Grill,2023-05-01,135140,7501,18.02,32.47,29.12,5.0,3.0,43879.96,39352.77,6757.0,4054.2,6143.08,1458.51,2478.89,31015.59
1018,Maple Grill,2023-06-01,120434,7970,15.11,30.58,29.78,5.0,3.0,36828.72,35865.25,6021.7,3613.02,7349.03,2229.28,1128.74,27398.26
1018,Maple Grill,2023-07-01,142295,6117,23.26,28.9,27.01,5.0,3.0,41123.25,38433.88,7114.75,4268.85,5622.33,1597.53,1938.06,42196.35
1018,Maple Grill,2023-08-01,56090,2367,23.7,30.29,28.76,5.0,3.0,16989.66,16131.48,2804.5,1682.7,4459.58,1826.74,2415.33,9780.01
1018,Maple Grill,2023-09-01,122670,6201,19.78,29.53,29.84,5.0,3.0,36224.45,36604.73,6133.5,3680.1,5442.24,1246.67,2028.06,31310.25
1018,Maple Grill,2023-10-01,51332,2909,17.65,29.69,27.06,5.0,3.0,15240.47,13890.44,2566.6,1539.96,4880.52,1985.25,2224.91,9003.85
1018,Maple Grill,2023-11-01,83626,4624,18.09,32.18,26.88,5.0,3.0,26910.85,22478.67,4181.3,2508.78,5940.83,1982.78,1471.27,18151.52
1018,Maple Grill,2023-12-01,79303,4166,19.04,31.57,25.14,5.0,3.0,25035.96,19936.77,3965.15,2379.09,5513.06,1992.33,2924.14,17556.5
1018,Maple Grill,2024-01-01,112249,6555,17.12,32.09,26.59,5.0,3.0,36020.7,29847.01,5612.45,3367.47,7313.42,1915.87,2583.44,25588.64
1018,Maple Grill,2024-02-01,116722,4919,23.73,33.3,26.44,5.0,3.0,38868.43,30861.3,5836.1,3501.66,5143.28,1349.59,2685.19,28476.45
1018,Maple Grill,2024-03-01,141223,6339,22.28,35.43,27.19,5.0,3.0,50035.31,38398.53,7061.15,4236.69,5992.14,1644.19,1671.81,32183.18
1018,Maple Grill,2024-04-01,122872,7971,15.41,29.88,25.59,5.0,3.0,36714.15,31442.94,6143.6,3686.16,4992.58,1955.06,2973.15,34964.36
1018,Maple Grill,2024-05-01,141805,7596,18.67,29.28,31.43,5.0,3.0,41520.5,44569.31,7090.25,4254.15,4393.04,1916.7,2226.92,35834.13
1018,Maple Grill,2024-06-01,113490,6425,17.66,35.81,25.43,5.0,3.0,40640.77,28860.51,5674.5,3404.7,4150.55,1318.47,1055.12,28385.38
1018,Maple Grill,2024-07-01,97257,4324,22.49,32.1,25.43,5.0,3.0,31219.5,24732.46,4862.85,2917.71,5601.64,2274.54,1673.54,23974.76
1018,Maple Grill,2024-08-01,137835,8311,16.58,30.05,31.07,5.0,3.0,41419.42,42825.33,6891.75,4135.05,5334.21,2156.38,1600.19,33472.67
1018,Maple Grill,2024-09-01,112221,5234,21.44,31.86,27.1,5.0,3.0,35753.61,30411.89,5611.05,3366.63,5663.24,2462.09,2006.46,26946.03
1018,Maple Grill,2024-10-01,87951,4124,21.33,35.11,27.84,5.0,3.0,30879.6,24485.56,4397.55,2638.53,5629.11,2464.89,1651.51,15804.25
1018,Maple Grill,2024-11-01,108245,5858,18.48,28.02,30.53,5.0,3.0,30330.25,33047.2,5412.25,3247.35,7488.25,2272.04,2707.07,23740.59
1018,Maple Grill,2024-12-01,139007,6633,20.96,34.0,26.94,5.0,3.0,47262.38,37448.49,6950.35,4170.21,6170.2,1948.94,1625.49,33430.94
1019,Maple Grill,2022-01-01,102153,4773,21.4,29.95,29.4,5.0,3.0,30594.82,30032.98,5107.65,3064.59,5579.51,1525.2,2380.14,23868.11
1019,Maple Grill,2022-02-01,145771,8552,17.05,32.46,25.69,5.0,3.0,47317.27,37448.57,7288.55,4373.13,7810.53,2014.11,1522.9,37995.94
1019,Maple Grill,2022-03-01,135445,8413,16.1,28.05,30.81,5.0,3.0,37992.32,41730.6,6772.25,4063.35,6783.84,2117.72,2255.44,33729.48
1019,Maple Grill,2022-04-01,145417,6727,21.62,30.5,25.09,5.0,3.0,44352.18,36485.13,7270.85,4362.51,7888.51,1395.84,1023.21,42638.77
1019,Maple Grill,2022-05-01,110942,4487,24.73,31.28,25.96,5.0,3.0,34702.66,28800.54,5547.1,3328.26,6606.33,2281.11,2379.32,27296.68
1019,Maple Grill,2022-06-01,89410,5766,15.51,33.71,27.14,5.0,3.0,30140.11,24265.87,4470.5,2682.3,6280.62,1889.76,2825.38,16855.46
1019,Maple Grill,2022-07-01,102889,6498,15.83,33.0,29.66,5.0,3.0,33953.37,30516.88,5144.45,3086.67,7475.83,1933.09,1669.05,19109.66
1019,Maple Grill,2022-08-01,139057,6001,23.17,34.36,25.17,5.0,3.0,47779.99,35000.65,6952.85,4171.71,6898.89,2261.87,2526.27,33464.77
1019,Maple Grill,2022-09-01,137464,8478,16.21,28.02,26.06,5.0,3.0,38517.41,35823.12,6873.2,4123.92,4169.4,1479.01,1784.57,44693.37
1019,Maple Grill,2022-10-01,114045,5358,21.28,32.33,29.94,5.0,3.0,36870.75,34145.07,5702.25,3421.35,4682.19,1854.28,1339.36,26029.75
1019,Maple Grill,2022-11-01,71942,2935,24.51,30.7,27.69,5.0,3.0,22086.19,19920.74,3597.1,2158.26,4513.68,1776.41,1559.3,16330.32
1019,Maple Grill,2022-12-01,130626,8054,16.22,32.47,25.77,5.0,3.0,42414.26,33662.32,6531.3,3918.78,5587.24,1892.25,2497.25,34122.6
1019,Maple Grill,2023-01-01,59823,2772,21.58,28.48,28.2,5.0,3.0,17037.59,16870.09,2991.15,1794.69,4484.1,1743.21,1200.64,13701.53
1019,Maple Grill,2023-02-01,122590,7905,15.51,34.2,27.07,5.0,3.0,41925.78,33185.11,6129.5,3677.7,7128.45,2186.57,1456.78,26900.11
1019,Maple Grill,2023-03-01,52181,2246,23.23,33.82,26.04,5.0,3.0,17647.61,13587.93,2609.05,1565.43,4092.17,1668.64,1629.69,9380.48
1019,Maple Grill,2023-04-01,117563,4783,24.58,32.77,25.55,5.0,3.0,38525.4,30037.35,5878.15,3526.89,7698.34,2078.9,2967.6,26850.37
1019,Maple Grill,2023-05-01,80033,3228,24.79,35.71,26.39,5.0,3.0,28579.78,21120.71,4001.65,2400.99,7934.9,2063.58,2050.07,11881.32
1019,Maple Grill,2023-06-01,113138,7115,15.9,35.77,30.94,5.0,3.0,40469.46,35004.9,5656.9,3394.14,6866.98,2268.17,1778.61,17698.84
1019,Maple Grill,2023-07-01,90714,5246,17.29,29.64,25.46,5.0,3.0,26887.63,23095.78,4535.7,2721.42,7977.52,1267.89,2601.93,21626.13
1019,Maple Grill,2023-08-01,100685,5047,19.95,30.02,31.03,5.0,3.0,30225.64,31242.56,5034.25,3020.55,4377.2,2147.64,2009.51,22627.65
1019,Maple Grill,2023-09-01,69227,2964,23.36,30.28,31.59,5.0,3.0,20961.94,21868.81,3461.35,2076.81,7891.19,1746.58,1040.86,10179.46
1019,Maple Grill,2023-10-01,61992,3914,15.84,30.07,30.99,5.0,3.0,18640.99,19211.32,3099.6,1859.76,7966.08,2026.16,2313.88,6874.21
1019,Maple Grill,2023-11-01,118318,7340,16.12,30.52,30.71,5.0,3.0,36110.65,36335.46,5915.9,3549.54,6518.44,1271.78,2613.38,26002.85
1019,Maple Grill,2023-12-01,104980,4848,21.65,29.8,26.33,5.0,3.0,31284.04,27641.23,5249.0,3149.4,7628.48,2134.7,1189.59,26703.56
1019,Maple Grill,2024-01-01,138903,6754,20.57,28.03,29.71,5.0,3.0,38934.51,41268.08,6945.15,4167.09,7724.55,1410.91,2871.76,35580.95
1019,Maple Grill,2024-02-01,106274,4319,24.61,33.09,29.34,5.0,3.0,35166.07,31180.79,5313.7,3188.22,7350.86,1908.63,1867.57,20298.16
1019,Maple Grill,2024-03-01,108034,5386,20.06,30.01,26.64,5.0,3.0,32421.0,28780.26,5401.7,3241.02,5000.07,1435.73,2611.2,29143.02
1019,Maple Grill,2024-04-01,112165,5635,19.91,34.82,29.21,5.0,3.0,39055.85,32763.4,5608.25,3364.95,6380.97,2043.75,1314.56,21633.27
1019,Maple Grill,2024-05-01,106483,5804,18.35,32.82,25.2,5.0,3.0,34947.72,26833.72,5324.15,3194.49,4795.75,2442.59,1951.26,26993.32
1019,Maple Grill,2024-06-01,61583,2468,24.95,29.23,30.08,5.0,3.0,18000.71,18524.17,3079.15,1847.49,6615.16,1733.31,2151.18,9631.83
1019,Maple Grill,2024-07-01,67537,2811,24.03,28.83,28.07,5.0,3.0,19470.92,18957.64,3376.85,2026.11,5619.7,1284.36,2206.55,14594.87
1019,Maple Grill,2024-08-01,144581,5973,24.21,35.24,25.28,5.0,3.0,50950.34,36550.08,7229.05,4337.43,5624.19,2093.78,1538.02,36258.11
1019,Maple Grill,2024-09-01,106600,5057,21.08,29.18,25.04,5.0,3.0,31105.88,26692.64,5330.0,3198.0,7612.88,1294.66,1515.98,29849.96
1019,Maple Grill,2024-10-01,63688,4067,15.66,35.05,31.97,5.0,3.0,22322.64,20361.05,3184.4,1910.64,5954.88,2273.59,1981.93,5698.87
1019,Maple Grill,2024-11-01,123145,5202,23.67,32.4,29.65,5.0,3.0,39898.98,36512.49,6157.25,3694.35,6047.19,2003.78,1637.77,27193.19
1019,Maple Grill,2024-12-01,62277,2998,20.77,30.62,25.66,5.0,3.0,19069.22,15980.28,3113.85,1868.31,5653.64,2337.29,1599.82,12654.59
1020,Coastal Catch,2022-01-01,141714,7871,18.0,30.86,28.14,5.0,3.0,43732.94,39878.32,7085.7,4251.42,7474.07,2495.07,2809.89,33986.59
1020,Coastal Catch,2022-02-01,72908,3831,19.03,34.46,31.9,5.0,3.0,25124.1,23257.65,3645.4,2187.24,7341.23,1238.64,2840.09,7273.65
1020,Coastal Catch,2022-03-01,129027,6220,20.74,34.78,26.21,5.0,3.0,44875.59,33817.98,6451.35,3870.81,4223.44,1864.57,1692.94,32230.32
1020,Coastal Catch,2022-04-01,74131,3797,19.52,30.83,25.29,5.0,3.0,22854.59,18747.73,3706.55,2223.93,5185.24,1797.08,2479.27,17136.61
1020,Coastal Catch,2022-05-01,92033,5188,17.74,32.05,29.74,5.0,3.0,29496.58,27370.61,4601.65,2760.99,7746.83,1922.3,2028.85,16105.19
1020,Coastal Catch,2022-06-01,64267,3974,16.17,35.93,26.79,5.0,3.0,23091.13,17217.13,3213.35,1928.01,4867.06,1489.19,2780.58,9680.55
1020,Coastal Catch,2022-07-01,66410,3185,20.85,29.59,29.77,5.0,3.0,19650.72,19770.26,3320.5,1992.3,7569.53,1609.32,1251.53,11245.84
1020,Coastal Catch,2022-08-01,133236,5625,23.69,32.44,31.62,5.0,3.0,43221.76,42129.22,6661.8,3997.08,7645.85,1804.05,2410.24,25366.0
1020,Coastal Catch,2022-09-01,133095,6405,20.78,33.84,31.21,5.0,3.0,45039.35,41538.95,6654.75,3992.85,4995.84,2374.41,1015.42,27483.43
1020,Coastal Catch,2022-10-01,117738,5009,23.51,29.84,26.0,5.0,3.0,35133.02,30611.88,5886.9,3532.14,7249.32,2279.79,2272.62,30772.33
1020,Coastal Catch,2022-11-01,80563,5110,15.77,32.74,28.26,5.0,3.0,26376.33,22767.1,4028.15,2416.89,6268.64,2198.45,2519.62,13987.82
